stream,site,subsite,site_group,date,count,trap_status
yuba river,hallwood,hal2,yuba river,2025-09-01,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-02,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-03,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-04,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-05,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-06,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-07,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-08,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-09,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-10,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-11,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-12,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-13,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-14,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-15,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-16,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-17,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-18,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-19,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-20,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-21,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-22,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-23,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-24,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-25,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-26,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-27,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-28,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-29,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-09-30,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-01,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-02,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-03,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-04,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-05,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-06,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-07,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-08,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-09,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-10,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-11,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-12,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-13,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-14,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-15,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-16,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-17,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-10-18,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-19,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-20,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-21,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-10-22,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-10-23,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-10-24,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-10-25,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-26,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-27,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-10-28,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-10-29,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-10-30,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-10-31,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-11-01,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-11-02,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-11-03,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-11-04,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-11-05,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-11-06,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-11-07,1,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-08,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-11-09,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-11-10,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-11-11,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-11-12,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-11-13,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-11-14,2,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-15,10,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-16,1,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-17,4,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-18,27,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-19,16,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-20,3,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-21,39,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-22,54,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-23,20,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-24,5,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-25,2,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-26,5,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-27,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-11-28,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-11-29,7,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-11-30,3,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-01,1,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-02,6,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-03,6,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-04,13,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-05,6,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-06,3,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-07,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-12-08,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2025-12-09,1,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-10,9,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-11,15,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-12,3,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-13,8,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-14,5,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-15,2,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-16,6,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-17,18,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-18,11,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-19,14,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-20,13,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-21,170,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-22,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-12-23,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-12-24,185,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-25,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-12-26,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2025-12-27,84,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-28,275,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-29,438,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-30,297,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2025-12-31,89,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-01,28,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-02,7,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-03,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2026-01-04,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2026-01-05,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2026-01-06,0,trap fishing - zero catch
yuba river,hallwood,hal2,yuba river,2026-01-07,34,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-08,71,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-09,116,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-10,240,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-11,238,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-12,115,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-13,131,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-14,94,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-15,110,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-16,25,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-17,137,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-18,225,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-19,155,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-20,92,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-21,115,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-22,69,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-23,238,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-24,126,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-25,340,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-26,135,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-27,272,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-28,46,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-29,372,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-30,204,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-01-31,92,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-01,31,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-02,181,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-03,128,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-04,96,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-05,50,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-06,114,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-07,56,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-08,73,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-09,41,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-10,37,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-11,43,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-12,81,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-13,103,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-14,82,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-15,51,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-16,52,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-17,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2026-02-18,961,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-19,806,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-20,724,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-21,617,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-22,321,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-23,895,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-24,490,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-25,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2026-02-26,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2026-02-27,71,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-02-28,134,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-01,116,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-02,52,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-03,63,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-04,34,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-05,40,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-06,47,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-07,23,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-08,11,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-09,18,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-10,17,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-11,37,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-12,35,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-13,45,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-14,35,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-15,29,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-16,38,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-17,45,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-18,66,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-19,70,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-20,46,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-21,31,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-22,30,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-23,60,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-24,64,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-25,47,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-26,48,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-27,27,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-28,56,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-29,55,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-30,27,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-03-31,5,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-01,9,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-02,240,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-03,254,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-04,66,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-05,68,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-06,54,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-07,30,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-08,27,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-09,23,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-10,32,trap fishing - fish caught
yuba river,hallwood,hal2,yuba river,2026-04-11,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2026-04-12,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2026-04-13,NA,trap not fishing
yuba river,hallwood,hal2,yuba river,2026-04-14,16,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-18,4,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-19,10,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-20,15,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-21,7,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-22,16,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-23,8,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-24,2,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-25,2,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-26,1,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-27,1,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-28,6,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-29,10,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-11-30,10,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-01,8,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-02,16,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-03,10,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-04,10,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-05,6,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-06,10,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-07,21,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-08,22,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-09,4,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-10,41,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-11,69,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-12,29,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-13,43,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-14,84,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-15,42,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-16,68,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-17,42,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-18,45,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-19,79,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-20,65,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-21,53,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-22,260,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-23,643,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-24,230,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-25,137,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-26,38,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-27,103,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-28,2727,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-29,861,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-30,649,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2006-12-31,258,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-01,296,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-02,196,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-03,157,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-04,92,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-05,3678,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-06,638,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-07,812,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-08,470,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-09,798,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-10,880,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-11,692,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-12,735,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-13,414,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-14,336,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-15,301,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-16,261,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-17,169,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-18,311,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-19,291,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-20,331,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-21,336,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-22,378,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-23,271,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-24,375,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-25,401,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-26,346,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-27,212,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-28,188,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-29,270,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-30,215,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-01-31,145,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-01,73,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-02,15,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-03,91,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-04,220,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-05,129,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-06,212,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-07,69,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-08,78,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-09,126,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-10,NA,trap not fishing
yuba river,hallwood,hal3,yuba river,2007-02-11,NA,trap not fishing
yuba river,hallwood,hal3,yuba river,2007-02-12,NA,trap not fishing
yuba river,hallwood,hal3,yuba river,2007-02-13,NA,trap not fishing
yuba river,hallwood,hal3,yuba river,2007-02-14,NA,trap not fishing
yuba river,hallwood,hal3,yuba river,2007-02-15,NA,trap not fishing
yuba river,hallwood,hal3,yuba river,2007-02-16,1298,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-17,1345,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-18,919,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-19,279,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-20,748,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-21,432,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-22,323,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-23,1063,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-24,1050,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-25,1253,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-26,2701,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-02-27,NA,trap not fishing
yuba river,hallwood,hal3,yuba river,2007-02-28,NA,trap not fishing
yuba river,hallwood,hal3,yuba river,2007-03-01,NA,trap not fishing
yuba river,hallwood,hal3,yuba river,2007-03-02,NA,trap not fishing
yuba river,hallwood,hal3,yuba river,2007-03-03,531,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-04,784,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-05,816,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-06,1229,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-07,549,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-08,684,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-09,716,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-10,693,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-11,856,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-12,775,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-13,739,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-14,529,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-15,561,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-16,537,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-17,511,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-18,506,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-19,575,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-20,372,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-21,509,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-22,387,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-23,508,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-24,552,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-25,626,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-26,479,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-27,407,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-28,779,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-29,566,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-30,456,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-03-31,461,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-04-01,731,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-04-02,377,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-04-03,241,trap fishing - fish caught
yuba river,hallwood,hal3,yuba river,2007-04-04,118,trap fishing - fish caught
